7.884678484858558684e-03	2.194678000000000129e+00
1.576935696971711737e-02	2.194462000000000135e+00
2.365402847325866892e-02	2.194101999999999997e+00
3.153871044877572943e-02	2.193597000000000019e+00
3.942339242429279689e-02	2.192947000000000202e+00
4.730807439980985740e-02	2.192152000000000100e+00
5.519275637532692486e-02	2.191209999999999880e+00
6.307742089755145887e-02	2.190122999999999820e+00
7.096210287306853326e-02	2.188887999999999945e+00
7.884678484858559377e-02	2.187504999999999811e+00
8.673146682410265429e-02	2.185972000000000026e+00
9.461614879961971480e-02	2.184289999999999843e+00
1.025008133218442558e-01	2.182456000000000174e+00
1.103854952973613301e-01	2.180470000000000130e+00
1.182701772728783907e-01	2.178329000000000182e+00
1.261548592483954512e-01	2.176032999999999884e+00
1.340395237706199782e-01	2.173579999999999846e+00
1.419242057461370665e-01	2.170967999999999787e+00
1.498088877216541270e-01	2.168196000000000012e+00
1.576935696971711875e-01	2.165261999999999798e+00
1.655782516726882481e-01	2.162163000000000057e+00
1.734629161949128029e-01	2.158898999999999901e+00
1.813475632638447965e-01	2.155464999999999964e+00
1.892322626926543905e-01	2.151861999999999941e+00
1.971169621214639844e-01	2.148085000000000022e+00
2.050016615502735506e-01	2.144133000000000067e+00
2.128863609790831446e-01	2.140003000000000100e+00
2.207710604078927386e-01	2.135692000000000146e+00
2.286557598367023325e-01	2.131197999999999926e+00
2.365402847325866753e-01	2.126519000000000048e+00
2.444249841613962693e-01	2.121650999999999954e+00
2.523096835902058355e-01	2.116589999999999971e+00
2.601943830190154294e-01	2.111336000000000102e+00
2.680790824478250234e-01	2.105882999999999949e+00
2.759637818766346173e-01	2.100229000000000124e+00
2.838484813054442113e-01	2.094370000000000065e+00
2.917331807342538053e-01	2.088303999999999938e+00
2.996177056301381758e-01	2.082027000000000072e+00
3.075024050589477698e-01	2.075534000000000212e+00
3.153871044877573637e-01	2.068824000000000218e+00
3.232718039165669577e-01	2.061891000000000140e+00
3.311565033453764961e-01	2.054732000000000003e+00
3.390412027741860901e-01	2.047343999999999831e+00
3.469259022029956285e-01	2.039721999999999813e+00
3.548106016318052225e-01	2.031861999999999835e+00
3.626951265276895930e-01	2.023760999999999921e+00
3.705798259564991870e-01	2.015413999999999817e+00
3.784645253853087810e-01	2.006816999999999851e+00
3.863492248141183749e-01	1.997964999999999991e+00
3.942339242429279689e-01	1.988855999999999957e+00
4.021186236717375628e-01	1.979483000000000104e+00
4.100033231005471013e-01	1.969843999999999928e+00
4.178880225293566952e-01	1.959932999999999925e+00
4.257725474252411213e-01	1.949746999999999897e+00
4.336572468540507153e-01	1.939279999999999893e+00
4.415419462828602537e-01	1.928528999999999938e+00
4.494266457116698477e-01	1.917489999999999917e+00
4.573113451404794416e-01	1.906157000000000101e+00
4.651960445692890356e-01	1.894527000000000072e+00
