300.5000,1.9475,0.0777
301.0000,1.9406,0.0778
301.5000,1.9380,0.0807
302.0000,1.9371,0.0797
302.5000,1.9315,0.0791
303.0000,1.9281,0.0793
303.5000,1.9270,0.0785
304.0000,1.9155,0.0786
304.5000,1.9226,0.0787
305.0000,1.9167,0.0795
305.5000,1.9089,0.0765
306.0000,1.9121,0.0768
306.5000,1.9072,0.0792
307.0000,1.8979,0.0794
307.5000,1.9018,0.0786
308.0000,1.8976,0.0787
308.5000,1.8962,0.0788
309.0000,1.8915,0.0789
309.5000,1.8882,0.0790
310.0000,1.8863,0.0798
310.5000,1.8855,0.0765
311.0000,1.8811,0.0766
311.5000,1.8811,0.0799
312.0000,1.8765,0.0796
312.5000,1.8760,0.0789
313.0000,1.8760,0.0790
313.5000,1.8727,0.0791
314.0000,1.8708,0.0802
314.5000,1.8708,0.0803
315.0000,1.8692,0.0810
315.5000,1.8656,0.0779
316.0000,1.8656,0.0770
316.5000,1.8656,0.0816
317.0000,1.8519,0.0800
317.5000,1.8605,0.0792
318.0000,1.8605,0.0784
318.5000,1.8545,0.0785
319.0000,1.8452,0.0782
319.5000,1.8597,0.0778
320.0000,1.8553,0.0788
320.5000,1.8526,0.0760
321.0000,1.8465,0.0758
321.5000,1.8540,0.0777
322.0000,1.8501,0.0784
322.5000,1.8501,0.0784
323.0000,1.8482,0.0777
323.5000,1.8450,0.0779
324.0000,1.8450,0.0780
324.5000,1.8450,0.0782
325.0000,1.8450,0.0792
325.5000,1.8450,0.0770
326.0000,1.8450,0.0757
326.5000,1.8427,0.0795
327.0000,1.8398,0.0793
327.5000,1.8398,0.0788
328.0000,1.8398,0.0789
328.5000,1.8398,0.0791
329.0000,1.8398,0.0792
329.5000,1.8398,0.0793
330.0000,1.8398,0.0802
330.5000,1.8398,0.0767
331.0000,1.8398,0.0769
331.5000,1.8398,0.0790
332.0000,1.8398,0.0787
332.5000,1.8355,0.0772
333.0000,1.8346,0.0771
333.5000,1.8346,0.0765
334.0000,1.8346,0.0766
334.5000,1.8346,0.0759
335.0000,1.8346,0.0760
335.5000,1.8346,0.0744
336.0000,1.8346,0.0726
336.5000,1.8346,0.0761
337.0000,1.8346,0.0753
337.5000,1.8346,0.0743
338.0000,1.8346,0.0740
338.5000,1.8346,0.0733
339.0000,1.8346,0.0733
339.5000,1.8346,0.0734
340.0000,1.8346,0.0741
340.5000,1.8346,0.0722
341.0000,1.8346,0.0713
341.5000,1.8346,0.0728
342.0000,1.8346,0.0739
342.5000,1.8346,0.0741
343.0000,1.8346,0.0742
343.5000,1.8346,0.0743
344.0000,1.8346,0.0744
344.5000,1.8346,0.0745
345.0000,1.8346,0.0747
345.5000,1.8346,0.0748
346.0000,1.8346,0.0735
346.5000,1.8346,0.0755
347.0000,1.8346,0.0760
347.5000,1.8346,0.0772
348.0000,1.8363,0.0780
348.5000,1.8398,0.0788
349.0000,1.8398,0.0801
349.5000,1.8398,0.0807
350.0000,1.8398,0.0832
350.5000,1.8398,0.0814
351.0000,1.8398,0.0805
351.5000,1.8398,0.0813
352.0000,1.8398,0.0842
352.5000,1.8398,0.0848
353.0000,1.8398,0.0850
353.5000,1.8398,0.0861
354.0000,1.8398,0.0862
354.5000,1.8398,0.0878
355.0000,1.8398,0.0895
355.5000,1.8398,0.0866
356.0000,1.8398,0.0884
356.5000,1.8398,0.0911
357.0000,1.8398,0.0912
357.5000,1.8442,0.0924
358.0000,1.8450,0.0930
358.5000,1.8450,0.0938
359.0000,1.8450,0.0949
359.5000,1.8450,0.0965
360.0000,1.8450,0.0975
360.5000,1.8450,0.0954
361.0000,1.8450,0.0956
361.5000,1.8450,0.1003
362.0000,1.8464,0.1005
362.5000,1.8501,0.1013
363.0000,1.8501,0.1020
363.5000,1.8501,0.1034
364.0000,1.8501,0.1051
364.5000,1.8501,0.1068
365.0000,1.8501,0.1085
365.5000,1.8501,0.1051
366.0000,1.8501,0.1063
366.5000,1.8501,0.1093
367.0000,1.8501,0.1094
367.5000,1.8501,0.1096
368.0000,1.8501,0.1113
368.5000,1.8501,0.1132
369.0000,1.8501,0.1140
369.5000,1.8501,0.1168
370.0000,1.8541,0.1140
370.5000,1.8553,0.1131
371.0000,1.8553,0.1171
371.5000,1.8553,0.1177
372.0000,1.8553,0.1194
372.5000,1.8553,0.1207
373.0000,1.8553,0.1218
373.5000,1.8553,0.1225
374.0000,1.8553,0.1258
374.5000,1.8553,0.1256
375.0000,1.8553,0.1221
375.5000,1.8553,0.1229
376.0000,1.8553,0.1276
376.5000,1.8553,0.1264
377.0000,1.8553,0.1266
377.5000,1.8594,0.1268
378.0000,1.8605,0.1269
378.5000,1.8605,0.1276
