3005,1.9475,0.07767
3010,1.9406,0.0778
3015,1.938,0.080697
3020,1.9371,0.07973
3025,1.9315,0.079123
3030,1.9281,0.079254
3035,1.927,0.078495
3040,1.9155,0.078575
3045,1.9226,0.078704
3050,1.9167,0.07947
3055,1.9089,0.0765
3060,1.9121,0.076762
3065,1.9072,0.079221
3070,1.8979,0.07935
3075,1.9018,0.078645
3080,1.8976,0.078667
3085,1.8962,0.078795
3090,1.8915,0.078923
3095,1.8882,0.07905
3100,1.8863,0.079753
3105,1.8855,0.076525
3110,1.8811,0.076648
3115,1.8811,0.079868
3120,1.8765,0.079623
3125,1.876,0.078872
3130,1.876,0.078999
3135,1.8727,0.079125
3140,1.8708,0.0802
3145,1.8708,0.080327
3150,1.8692,0.080961
3155,1.8656,0.077932
3160,1.8656,0.077006
3165,1.8656,0.081562
3170,1.8519,0.080023
3175,1.8605,0.079186
3180,1.8605,0.078392
3185,1.8545,0.078496
3190,1.8452,0.078187
3195,1.8597,0.077811
3200,1.8553,0.078819
3205,1.8526,0.076045
3210,1.8465,0.075828
3215,1.854,0.077704
3220,1.8501,0.07842
3225,1.8501,0.078391
3230,1.8482,0.077733
3235,1.845,0.077853
3240,1.845,0.077974
3245,1.845,0.078218
3250,1.845,0.079151
3255,1.845,0.076997
3260,1.845,0.075704
3265,1.8427,0.079516
3270,1.8398,0.079313
3275,1.8398,0.078816
3280,1.8398,0.078936
3285,1.8398,0.079057
3290,1.8398,0.079177
3295,1.8398,0.079297
3300,1.8398,0.080178
3305,1.8398,0.076749
3310,1.8398,0.076865
3315,1.8398,0.07896
3320,1.8398,0.078672
3325,1.8355,0.077213
3330,1.8346,0.077096
3335,1.8346,0.076529
3340,1.8346,0.076644
3345,1.8346,0.075867
3350,1.8346,0.075964
3355,1.8346,0.074424
3360,1.8346,0.072649
3365,1.8346,0.076136
3370,1.8346,0.075339
3375,1.8346,0.074344
3380,1.8346,0.073956
3385,1.8346,0.073258
3390,1.8346,0.073298
3395,1.8346,0.073406
3400,1.8346,0.074086
3405,1.8346,0.072172
3410,1.8346,0.07126
3415,1.8346,0.072757
3420,1.8346,0.073946
3425,1.8346,0.074055
3430,1.8346,0.074163
3435,1.8346,0.074271
3440,1.8346,0.074379
3445,1.8346,0.074487
3450,1.8346,0.074662
3455,1.8346,0.074756
3460,1.8346,0.073542
3465,1.8346,0.075464
3470,1.8346,0.075967
3475,1.8346,0.07721
3480,1.8363,0.077978
3485,1.8398,0.078813
3490,1.8398,0.080086
3495,1.8398,0.080698
3500,1.8398,0.08324
3505,1.8398,0.08144
3510,1.8398,0.080545
3515,1.8398,0.081327
3520,1.8398,0.084181
3525,1.8398,0.084832
3530,1.8398,0.084953
3535,1.8398,0.086092
3540,1.8398,0.086213
3545,1.8398,0.087754
3550,1.8398,0.08952
3555,1.8398,0.086579
3560,1.8398,0.088433
3565,1.8398,0.091055
3570,1.8398,0.091182
3575,1.8442,0.092403
3580,1.845,0.092953
3585,1.845,0.093771
3590,1.845,0.094874
3595,1.845,0.096547
3600,1.845,0.097542
3605,1.845,0.095423
3610,1.845,0.095555
3615,1.845,0.10035
3620,1.8464,0.10049
3625,1.8501,0.10131
3630,1.8501,0.10197
3635,1.8501,0.1034
3640,1.8501,0.10508
3645,1.8501,0.10679
3650,1.8501,0.10853
3655,1.8501,0.10515
3660,1.8501,0.10629
3665,1.8501,0.10927
3670,1.8501,0.10942
3675,1.8501,0.10957
3680,1.8501,0.11134
3685,1.8501,0.11315
3690,1.8501,0.11401
3695,1.8501,0.1168
3700,1.8541,0.11405
3705,1.8553,0.11312
3710,1.8553,0.11706
3715,1.8553,0.11765
3720,1.8553,0.11936
3725,1.8553,0.12071
3730,1.8553,0.12182
3735,1.8553,0.12248
3740,1.8553,0.12581
3745,1.8553,0.12556
3750,1.8553,0.12206
3755,1.8553,0.12294
3760,1.8553,0.12761
3765,1.8553,0.12644
3770,1.8553,0.1266
3775,1.8594,0.12677
3780,1.8605,0.12694
3785,1.8605,0.1276
3790,1.8605,0.12967
3795,1.8605,0.12682
3800,1.8605,0.1261
3805,1.8605,0.12807
3810,1.8605,0.13176
3815,1.8605,0.1312
3820,1.8605,0.13137
3825,1.8605,0.13196
3830,1.8605,0.13329
3835,1.8605,0.13347
3840,1.8605,0.13364
3845,1.8605,0.13592
3850,1.8605,0.13166
3855,1.8598,0.13101
3860,1.8556,0.13575
3865,1.8553,0.13451
3870,1.8553,0.13469
3875,1.8553,0.13486
3880,1.8553,0.13503
3885,1.8553,0.13521
3890,1.8553,0.13538
3895,1.8553,0.13243
3900,1.8553,0.12958
3905,1.8553,0.13182
3910,1.8553,0.13546
3915,1.8553,0.13364
3920,1.8553,0.13322
3925,1.8553,0.13181
3930,1.8553,0.13198
3935,1.8553,0.13214
3940,1.8517,0.13231
3945,1.8501,0.13355
3950,1.8501,0.1275
3955,1.8501,0.1275
3960,1.8501,0.13082
3965,1.8501,0.12848
3970,1.8501,0.1282
3975,1.8501,0.12647
3980,1.8501,0.12477
3985,1.8501,0.12457
3990,1.8501,0.12328
3995,1.8492,0.12344
4000,1.8453,0.11928
4005,1.845,0.1237
4010,1.845,0.1195
4015,1.845,0.1213
4020,1.845,0.11743
4025,1.845,0.11718
4030,1.845,0.11594
4035,1.845,0.11486
4040,1.845,0.11349
4045,1.845,0.11238
4050,1.8428,0.1072
4055,1.8398,0.10733
4060,1.8398,0.11004
4065,1.8398,0.11151
4070,1.8398,0.10755
4075,1.8398,0.1061
4080,1.8398,0.10467
